Round,Case,LocalTargetX,LocalTargetY,LocalTargetZ,HeadX,HeadY,HeadZ,TargetX,TargetY,TargetZ
1,1,-0.02101284,0.7559549,0.3187235,-0.01249947,1.174367,0.003152688,-0.02101284,0.7559549,0.3187235
1,2,0.4310174,1.478025,0.5966285,0.06357347,1.261302,0.1451716,0.4310174,1.478025,0.5966285
1,3,0.3579828,1.198032,0.577678,0.05009451,1.240473,0.01711272,0.3579828,1.198032,0.577678
1,4,-0.4484306,1.183843,0.5736482,-0.1935768,1.220883,0.04078458,-0.4484306,1.183843,0.5736482
1,5,-0.2876853,0.8822395,0.5526372,-0.1322586,1.189256,0.0523164,-0.2876853,0.8822395,0.5526372
1,6,-0.382606,1.474719,0.3863003,-0.1484419,1.262442,-0.05971977,-0.382606,1.474719,0.3863003
1,7,-0.09475893,0.981344,0.3515693,-0.03387585,1.202845,-0.01461494,-0.09475893,0.981344,0.3515693
1,8,-0.3146146,0.7917751,0.5318033,-0.1507953,1.167102,0.08512364,-0.3146146,0.7917751,0.5318033
1,9,-0.2069211,1.473044,0.3264062,-0.08266927,1.273914,-0.1075898,-0.2069211,1.473044,0.3264062
1,10,0.295972,1.284617,0.4694339,0.03114993,1.245672,-0.06335277,0.295972,1.284617,0.4694339
1,11,-0.4376782,1.086481,0.318661,-0.1421471,1.212017,-0.07340233,-0.4376782,1.086481,0.318661
1,12,-0.3743243,0.5398333,0.5012432,-0.2275458,1.049225,0.1741184,-0.3743243,0.5398333,0.5012432
1,13,-0.3502036,0.9735769,0.3405552,-0.1207508,1.183202,-0.02292155,-0.3502036,0.9735769,0.3405552
1,14,0.3705356,1.045817,0.598196,0.04743851,1.197554,0.06250852,0.3705356,1.045817,0.598196
1,15,-0.1100699,0.9180135,0.4203661,-0.0519478,1.182855,-0.002418945,-0.1100699,0.9180135,0.4203661
1,16,-0.2063634,1.193564,0.5288379,-0.08603271,1.22797,0.01723837,-0.2063634,1.193564,0.5288379
1,17,-0.1624745,0.8820893,0.3628311,-0.061667,1.176315,-0.001283982,-0.1624745,0.8820893,0.3628311
1,18,-0.1788667,1.300027,0.3588136,-0.07261184,1.250681,-0.07361428,-0.1788667,1.300027,0.3588136
1,19,0.1351179,0.8036391,0.5256919,0.03572872,1.171669,0.08309066,0.1351179,0.8036391,0.5256919
1,20,-0.4819154,1.267035,0.4999135,-0.1913893,1.236768,-0.006100316,-0.4819154,1.267035,0.4999135
1,21,0.3501574,1.298282,0.4045202,0.04555468,1.246815,-0.04005869,0.3501574,1.298282,0.4045202
1,22,0.4291855,1.355296,0.5533336,0.07268521,1.250722,0.05345697,0.4291855,1.355296,0.5533336
1,23,-0.0600509,1.183974,0.5654735,-0.04352686,1.233013,-0.0006924234,-0.0600509,1.183974,0.5654735
1,24,0.03974175,0.6019994,0.5185399,0.001752727,1.112852,0.1697586,0.03974175,0.6019994,0.5185399
1,25,0.177757,1.078128,0.4711142,0.0324172,1.203381,0.01991624,0.177757,1.078128,0.4711142
1,26,-0.03657702,0.5050155,0.4661134,-0.05410321,1.062173,0.2049396,-0.03657702,0.5050155,0.4661134
1,27,-0.4882243,1.491544,0.5471456,-0.3062945,1.217194,0.05780147,-0.4882243,1.491544,0.5471456
1,28,-0.06958467,0.844101,0.4774486,-0.02213109,1.157593,0.1045003,-0.06958467,0.844101,0.4774486
1,29,0.2398778,0.7930871,0.5919735,0.06554761,1.152692,0.1324141,0.2398778,0.7930871,0.5919735
1,30,-0.4954597,0.6424763,0.4959572,-0.2797106,1.06199,0.1815568,-0.4954597,0.6424763,0.4959572
1,31,0.2831365,0.8852897,0.5879287,0.08621598,1.154713,0.1409015,0.2831365,0.8852897,0.5879287
1,32,-0.2503542,1.36595,0.5576728,-0.1362961,1.242949,0.05120278,-0.2503542,1.36595,0.5576728
1,33,-0.2653696,1.112065,0.4907081,-0.09513245,1.211481,0.0175314,-0.2653696,1.112065,0.4907081
1,34,-0.1528988,0.6388307,0.3306355,-0.06965775,1.122534,0.07961793,-0.1528988,0.6388307,0.3306355
1,35,0.2850686,0.7386621,0.4788363,0.04977983,1.154119,0.05783422,0.2850686,0.7386621,0.4788363
1,36,0.4125841,1.452952,0.4799385,0.03700145,1.259383,0.02935665,0.4125841,1.452952,0.4799385
1,37,-0.1958781,0.9500902,0.4470454,-0.07307012,1.187039,0.03986289,-0.1958781,0.9500902,0.4470454
1,38,-0.4312248,0.6126236,0.385833,-0.2232171,1.102616,0.1142618,-0.4312248,0.6126236,0.385833
