Round,Case,GazeOriginX,GazeOriginY,GazeOriginZ,GazeDirectionX,GazeDirectionY,GazeDirectionZ,HeadMovementDirectionX,HeadMovementDirectionY,HeadMovementDirectionZ,HeadX,HeadY,HeadZ,HeadDrectionX,HeadDrectionY,HeadDrectionZ,LocalTargetX,LocalTargetY,LocalTargetZ
1,1,-0.03250001,0,-2.980232E-08,0.1679891,0.02492088,-0.004248185,0.04768999,-0.3313064,0.9423172,-0.004985534,1.169701,-0.061024,-0.04630305,-0.1531821,0.9871126,0.05756903,0.795359,0.4113972
1,1,-0.0325,-1.192093E-07,2.980232E-08,0.1679891,0.02492088,-0.004248186,0.04768999,-0.3313065,0.9423172,-0.00495842,1.169715,-0.06102084,-0.04666847,-0.1525173,0.9871983,0.05756903,0.795359,0.4113972
1,1,-0.0325,1.192093E-07,0,0.1665267,0.02485975,-0.004199808,0.04761048,-0.3285044,0.9433017,-0.004862122,1.169814,-0.06099,-0.0471395,-0.1515228,0.9873291,0.05756903,0.795359,0.4113972
1,1,-0.0325,0,0,0.1665267,0.02485976,-0.004199809,0.04761049,-0.3285044,0.9433017,-0.004796691,1.169845,-0.06100151,-0.04726756,-0.151419,0.9873389,0.05756903,0.795359,0.4113972
1,1,-0.0325,-1.192093E-07,2.980232E-08,0.1714642,0.02197471,-0.003825498,0.04197558,-0.3379314,0.9402342,-0.004727785,1.169844,-0.06101282,-0.04715724,-0.1518623,0.9872761,0.05756903,0.795359,0.4113972
1,1,-0.0325,0,1.490116E-08,0.1665918,0.02134442,-0.003607068,0.04088035,-0.3286026,0.9435832,-0.004546028,1.16977,-0.06101645,-0.04722613,-0.1522579,0.9872118,0.05756903,0.795359,0.4113972
1,1,-0.0325,-1.192093E-07,-1.490116E-08,0.1665918,0.02134443,-0.003607069,0.04088036,-0.3286026,0.9435831,-0.004457302,1.169749,-0.06100027,-0.04717817,-0.1523083,0.9872063,0.05756903,0.795359,0.4113972
1,1,-0.0325,1.192093E-07,-2.980232E-08,0.1717269,0.02154915,-0.003757298,0.04115713,-0.3384303,0.940091,-0.004326616,1.169785,-0.06095169,-0.04705514,-0.1521299,0.9872397,0.05756903,0.795359,0.4113972
1,1,-0.03250664,4.887581E-06,3.471971E-06,0.1717199,0.02160856,-0.003767503,0.04127069,-0.3384173,0.9400907,-0.004273787,1.169831,-0.06091567,-0.04690891,-0.1518437,0.9872907,0.05756903,0.795359,0.4113972
1,1,-0.03249999,2.384186E-07,-1.490116E-08,0.1736385,0.02070639,-0.003651717,0.03950625,-0.3420749,0.9388419,-0.004178472,1.169924,-0.06085239,-0.04682983,-0.1512969,0.9873785,0.05756903,0.795359,0.4113972
1,1,-0.0325,0,-1.490116E-08,0.1736395,0.02065327,-0.003642365,0.03940492,-0.3420764,0.9388456,-0.004144569,1.169957,-0.06081049,-0.04668117,-0.1510709,0.9874201,0.05756903,0.795359,0.4113972
1,1,-0.0325,0,1.490116E-08,0.1736395,0.02065326,-0.003642365,0.03940491,-0.3420764,0.9388456,-0.00406301,1.169992,-0.06075385,-0.04657831,-0.1507228,0.9874781,0.05756903,0.795359,0.4113972
1,1,-0.03250174,1.192093E-07,1.102686E-06,0.1696295,0.02056307,-0.003540188,0.03932,-0.334413,0.941606,-0.004027105,1.170012,-0.06071391,-0.04664685,-0.1506155,0.9874913,0.05756903,0.795359,0.4113972
1,1,-0.0325,0,-1.490116E-08,0.1696712,0.02057996,-0.003543996,0.0393514,-0.3344929,0.9415763,-0.003983956,1.170045,-0.06064841,-0.04647454,-0.150588,0.9875036,0.05756903,0.795359,0.4113972
1,1,-0.0325,0,-4.470348E-08,0.1624506,0.0205009,-0.003375966,0.03935134,-0.3206528,0.946379,-0.003933396,1.170213,-0.06049696,-0.0460481,-0.1492296,0.9877298,0.05756903,0.795359,0.4113972
1,1,-0.0325,0,1.490116E-08,0.1624506,0.02050091,-0.003375968,0.03935135,-0.3206529,0.946379,-0.003936098,1.170431,-0.0604085,-0.04577885,-0.1477913,0.9879586,0.05756903,0.795359,0.4113972
1,1,-0.0325,1.192093E-07,1.490116E-08,0.1419003,0.01498604,-0.002148512,0.02905557,-0.2809603,0.9592795,-0.003963999,1.170902,-0.060192,-0.0457832,-0.1441592,0.9884948,0.05756903,0.795359,0.4113972
1,1,-0.0325,-1.192093E-07,0,0.01827297,0.003703505,-6.76858E-05,0.007403248,-0.03654009,0.9993048,-0.004035975,1.171088,-0.06009455,-0.04593188,-0.1425996,0.9887141,0.05756903,0.795359,0.4113972
1,1,-0.0325,0,0,-0.03460433,0.003752789,0.0001299415,0.007492037,0.06916769,0.9975769,-0.004182518,1.171347,-0.05999593,-0.04624957,-0.1403733,0.9890178,0.05756903,0.795359,0.4113972
1,1,-0.0325,0,0,-0.03460433,0.00375279,0.0001299415,0.007492038,0.0691677,0.9975769,-0.004245587,1.17145,-0.05998906,-0.04646719,-0.1395528,0.9891238,0.05756903,0.795359,0.4113972
1,1,-0.0325,-1.192093E-07,1.490116E-08,-0.04399282,0.009306451,0.0004098315,0.01855802,0.08790426,0.9959561,-0.00433946,1.171647,-0.05993911,-0.04703537,-0.1376853,0.9893586,0.05756903,0.795359,0.4113972
1,1,-0.0325,0,-2.980232E-08,-0.04399282,0.009306453,0.0004098316,0.01855802,0.08790427,0.9959561,-0.004331636,1.17178,-0.05984372,-0.04744036,-0.1364065,0.9895164,0.05756903,0.795359,0.4113972
1,1,-0.0324914,8.583069E-06,9.760261E-06,-0.03464771,0.01065468,0.0003694032,0.02126976,0.06925776,0.997372,-0.004342642,1.17194,-0.05974856,-0.04764832,-0.1349181,0.9897105,0.05756903,0.795359,0.4113972
1,1,-0.0325,0,-1.490116E-08,-0.03464003,0.01067516,0.0003700309,0.02131065,0.06924242,0.9973722,-0.004463099,1.172222,-0.05964408,-0.04817991,-0.1321126,0.9900631,0.05756903,0.795359,0.4113972
1,1,-0.0325,0,0,-0.03463945,0.0104067,0.0003607183,0.02077479,0.06924108,0.9973836,-0.004532187,1.172351,-0.05958274,-0.04832583,-0.1310605,0.9901958,0.05756903,0.795359,0.4113972
1,1,-0.0325,0,1.490116E-08,-0.03101605,0.01039069,0.0003224508,0.02075026,0.06200561,0.9978601,-0.004624642,1.172589,-0.05935022,-0.04875052,-0.129456,0.9903861,0.05756903,0.795359,0.4113972
1,1,-0.03249999,0,0,-0.03101605,0.01039069,0.0003224507,0.02075025,0.0620056,0.9978601,-0.004661621,1.17264,-0.0592704,-0.04895912,-0.129221,0.9904065,0.05756903,0.795359,0.4113972
1,1,-0.0325,1.192093E-07,-1.490116E-08,-0.02704536,0.01017033,0.0002751753,0.02031729,0.05407374,0.9983302,-0.004752129,1.172682,-0.05916741,-0.04904115,-0.1287577,0.9904627,0.05756903,0.795359,0.4113972
1,1,-0.03249999,0,0,-0.02704537,0.01017033,0.0002751753,0.02031729,0.05407375,0.9983302,-0.004801095,1.172705,-0.05910525,-0.04905781,-0.1285901,0.9904837,0.05756903,0.795359,0.4113972
